ST Customer,Dispensary Name,Street Address,City,Zip Code,County,BLS Region,License Number
KANHA,Windy City Cannabis - Carpentersville,125 S Western Ave,Carpentersville,60110,Kane,Chicago-Naperville-Elgin,284000111
Revolution,Aroma Hill - Belvidere,1874 Crystal Parkway,Belvidere,61008,Boone,Rockford,284000165
Revolution,Aroma Hill - Fox Lake,1298 US Highway 12,Fox Lake,60020,Lake,Chicago-Naperville-Elgin,284000154
Revolution,Aroma Hill - Hoffman Estates,1237 North Barrington Road,Hoffman Estates,60169,Cook,Chicago-Naperville-Elgin,284000287
Revolution,Aroma Hill - Kankakee,2255 E Court St,Kankakee,60901,Kankakee,Kankakee,284000219
Revolution,Green Releaf - Bourbonnais,1660 N State Route 50,Bourbonnais,60914,Kankakee,Kankakee,284000311
Revolution,NuEra - Urbana,105 E University Ave,Urbana,61801,Champaign,Champaign-Urbana,280000046
Revolution,Phili - Bourbonnais,1300 Locke Dr.,Bourbonnais,60914,Kankakee,Kankakee,284000229
Revolution,Revolution - Normal,1609 Northbrook Dr,Normal,61761,McLean,Bloomington,284000221
Revolution,Revolution - Schaumburg,820 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000123
Revolution,Rise - Lake in the Hills,270 N Randall Rd,Lake In The Hills,60156,McHenry,Chicago-Naperville-Elgin,284000110
Revolution,Rise - Mundelein,1325 Armour Blvd,Mundelein,60060,Lake,Chicago-Naperville-Elgin,280000002
Revolution,Zen Leaf - Greektown,222 S Halsted St,Chicago,60661,Cook,Chicago-Naperville-Elgin,284000107
Revolution,Zen Leaf - Naperville,"1516 N. Naper Blvd, Spc 100",Naperville,60563,DuPage,Chicago-Naperville-Elgin,284000078
Revolution,Zen Leaf - Pilsen,1301 S Western Ave,Chicago,60608,Cook,Chicago-Naperville-Elgin,280000051
Revolution,Zen Leaf - Rogers Park,7305 N Rogers Ave,Chicago,60626,Cook,Chicago-Naperville-Elgin,280000054
Timeless Select,Curaleaf - Deerfield,677 Lake Cook Rd,Deerfield,60015,Lake,Chicago-Naperville-Elgin,280000018
Timeless Select,Curaleaf - Northbrook,755 Skokie Blvd.,Northbrook,60602,Cook,Chicago-Naperville-Elgin,284000090
Timeless Select,Curaleaf - Skokie,10000 Skokie Blvd,Skokie,60077,Cook,Chicago-Naperville-Elgin,284000093
Curaleaf,Altius - Orland Hills,9101 159th St,Orland Hills,60487,Cook,Chicago-Naperville-Elgin,284000275
Curaleaf,Curaleaf - Morris,2400 W US Route 6,Morris,60450,Grundy,Chicago-Naperville-Elgin,280000037
Curaleaf,Curaleaf - New Lenox,705 E Lincoln Hwy.,New Lenox,60451,Will,Chicago-Naperville-Elgin,280000017
Curaleaf,Ivy Hall - Bolingbrook,361 S Bolingbrook Dr,Bolingbrook,60440,Will,Chicago-Naperville-Elgin,284000183
Curaleaf,Ivy Hall - Crystal Lake,501 Pingree Rd.,Crystal Lake,60014,McHenry,Chicago-Naperville-Elgin,284000313
Curaleaf,Ivy Hall - Montgomery,1970 Caterpillar Dr,Montgomery,60538,Kane,Chicago-Naperville-Elgin,284000181
Curaleaf,Ivy Hall - Waukegan,996 S Waukegan Rd.,Waukegan,60085,Lake,Chicago-Naperville-Elgin,284000180
Curaleaf,Namaste Wellness - Hodgkins,6119 East Ave A,Hodgkins,60525,Cook,Chicago-Naperville-Elgin,284000279
Curaleaf,Natures Treatment - Milan ,973 Tech Dr,Milan,61264,Rock Island,Davenport-Moline-Rock Island,280000025
Curaleaf,Seven Point - Danville,380 Eastgate Dr.,Danville,61834,Vermilion,Danville,284000316
Curaleaf,Terrace - Milan,800 Tech Dr,Milan,61264,Rock Island,Davenport-Moline-Rock Island,284000176
Curaleaf,Terrace - Moline,2727 Avenue of the Cities,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000175
Curaleaf,Zen Leaf - Pilsen,1301 S Western Ave,Chicago,60608,Cook,Chicago-Naperville-Elgin,280000051
Drecisco Farms,Goodies - Streamwood,1594 Buttitta Dr,Streamwood,60107,Cook,Chicago-Naperville-Elgin,284000270
KANHA,Cloud9 - Edwardsville,2341 Plum St,Edwardsville,62025,Madison,"St. Louis, MO",284000304
KANHA,High Haven - Darien,8131 Cass Ave,Darien,60561,DuPage,Chicago-Naperville-Elgin,284000328
KANHA,Karma Club - Chicago,1590 N Clybourn Ave,Chicago,60642,Cook,Chicago-Naperville-Elgin,284000263
KANHA,Natures Treatment - Galesburg,735 W. Main St.,Galesburg,61401,Knox,West Central Illinois Nonmetropolitan,284000054
KANHA,Revolution - Maryville,2533 Vandalia St,Collinsville,62234,Madison,"St. Louis, MO",284000167
KANHA,Revolution - Mt Prospect,2015 E Euclid Ave,Mt Prospect,60056,Cook,Chicago-Naperville-Elgin,280000015
KANHA,Revolution - Normal,1609 Northbrook Dr,Normal,61761,McLean,Bloomington,284000221
KANHA,Revolution - Schaumburg,820 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000123
Revolution,Altius - Round Lake Beach,993 E Rollins Rd,Round Lake Beach,60073,Lake,Chicago-Naperville-Elgin,284000163
Revolution,Dispensary 33 - Clark,5001 N Clark St,Chicago,60640,Cook,Chicago-Naperville-Elgin,280000012
Revolution,Dispensary 33 - Fulton Market,1152 W. Randolph,Chicago,60607,Cook,Chicago-Naperville-Elgin,284000073
Revolution,Nirvana - Palatine,333 East Lake Cook Rd,Palatine,60074,Cook,Chicago-Naperville-Elgin,284000250
Revolution,Revolution - Mt Prospect,2015 E Euclid Ave,Mt Prospect,60056,Cook,Chicago-Naperville-Elgin,280000015
Revolution,Spark'd - Richmond,9705 Prairie Ridge,Richmond,60071,McHenry,Chicago-Naperville-Elgin,284000273
Six Labs,High Profile - Martinsville,3001 N York St.,Martinsville,62442,Clark,East Central IL Nonmetropolitan,284000305
Six Labs,Nirvana - Mt. Carmel,825 Chestnut St,Mount Carmel,62863,Wabash,South Illinois Nonmetropolitan,284000255
Sol Canna,Consume - Antioch,471 Main St,Antioch,60002,Lake,Chicago-Naperville-Elgin,284000294
Curaleaf,Altius - Round Lake Beach,993 E Rollins Rd,Round Lake Beach,60073,Lake,Chicago-Naperville-Elgin,284000163
Curaleaf,Bisa Lina - Carol Stream,720 E North Ave,Carol Stream,60188,DuPage,Chicago-Naperville-Elgin,284000318
Curaleaf,Bloom Wellness - Hometown,4140 Southwest Hwy,Hometown,60456,Cook,Chicago-Naperville-Elgin,284000335
Curaleaf,Bloom Wellness - Quincy (1837),1837 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000138
Curaleaf,Bloom Wellness - Quincy (4440),4440 Broadway St Ste 1,Quincy,62305,Adams,West Central Illinois Nonmetropolitan,284000004
Curaleaf,Ivy Hall - Damen,1720 N Damen Ave.,Chicago,60647,Cook,Chicago-Naperville-Elgin,284000232
Curaleaf,Ivy Hall - Glendale Heights,2130 Bloomingdale Rd Unit B,Glendale Heights,60139,DuPage,Chicago-Naperville-Elgin,284000182
Curaleaf,Ivy Hall - Logan Square,3115 W Armitage Ave,Chicago,60647,Cook,Chicago-Naperville-Elgin,284000184
Curaleaf,Ivy Hall - Streamwood,630 S Sutton Rd,Streamwood,60107,Cook,Chicago-Naperville-Elgin,284000141
Curaleaf,Vertical - Cary,20 Northwest Hwy,Cary,60013,McHenry,Chicago-Naperville-Elgin,284000300
Curaleaf,Windy City Cannabis - Carpentersville,125 S Western Ave,Carpentersville,60110,Kane,Chicago-Naperville-Elgin,284000111
Curaleaf,Windy City Cannabis - Highwood,260 Green Bay Rd.,Highwood,60040,Lake,Chicago-Naperville-Elgin,284000100
Curaleaf,Windy City Cannabis - Homewood,1137 W. 175th St,Homewood,60430,Cook,Chicago-Naperville-Elgin,280000019
Curaleaf,Windy City Cannabis - Posen,2535 Veterans Dr,Posen,60469,Cook,Chicago-Naperville-Elgin,280000026
Curaleaf,Zen Leaf - Greektown,222 S Halsted St,Chicago,60661,Cook,Chicago-Naperville-Elgin,284000107
Curaleaf,Zen Leaf - Lombard,783 Butterfield Rd.,Lombard,60148,DuPage,Chicago-Naperville-Elgin,284000101
Curaleaf,Zen Leaf - Rogers Park,7305 N Rogers Ave,Chicago,60626,Cook,Chicago-Naperville-Elgin,280000054
Drecisco Farms,Consume - Carbondale,201 E. Main Street,Carbondale,62901,Jackson,Carbondale-Marion,284000058
Drecisco Farms,Consume - Marion,8195 Express Dr,Marion,62959,Marion,East Central IL Nonmetropolitan,280000001
Drecisco Farms,Rise - Quincy,2703 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000047
Drecisco Farms,Terrabis - Dixon,1679 S Galena Ave.,Dixon,61021,Lee,Northwest Illinois nonmetropolitan area,284000351
Drecisco Farms,Terrabis - Plainfield,16020 S Route 59,Plainfield,60586,Will,Chicago-Naperville-Elgin,284000286
Drecisco Farms,Terrabis - Woodstock,601 S Eastwood Dr,Woodstock,60098,McHenry,Chicago-Naperville-Elgin,284000315
Echelon,High Profile - Metropolis,1801 E 5th St,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000314
KANHA,Beyond Hello - Bloomington,118 Keaton Place,Bloomington,61704,McLean,Bloomington,284000085
KANHA,Bud and Ritas - Wadsworth,41509 N US Highway 41,Wadsworth,60083,Lake,Chicago-Naperville-Elgin,284000277
KANHA,Dispensary 33 - Clark,5001 N Clark St,Chicago,60640,Cook,Chicago-Naperville-Elgin,280000012
KANHA,Herb Social - Lawrenceville,616 12th St.,Lawrenceville,62439,Lawrence,East Central IL Nonmetropolitan,284000172
KANHA,Revolution - Moline,4301 44th Ave,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000174
KANHA,Spark'd - Richmond,9705 Prairie Ridge,Richmond,60071,McHenry,Chicago-Naperville-Elgin,284000273
KANHA,Spark'd - Winthrop Harbor,935 Sheridan Rd,Winthrop Harbor,60096,Lake,Chicago-Naperville-Elgin,284000272
KANHA,Terrace - Alton,1400 E Broadway,Alton,62002,Madison,"St. Louis, MO",284000258
KANHA,Trinity Compassionate - Glen,2301 W. Glen Ave.,Peoria,61614,Peoria,Peoria,284000060
KANHA,Trinity Compassionate - University,3125 N University St Ste B,Peoria,61604,Peoria,Peoria,280000014
Revolution,Be. - Blue Island,12720 Western Ave,Blue Island,60406,Cook,Chicago-Naperville-Elgin,284000245
Revolution,Be. - Oak Forest,5940 159th St,Oak Forest,60452,Cook,Chicago-Naperville-Elgin,284000246
Revolution,Rise - Naperville,1700 Quincy Ave Ste 103,Naperville,60540,DuPage,Chicago-Naperville-Elgin,280000027
Six Labs,Cloud9 - Edwardsville,2341 Plum St,Edwardsville,62025,Madison,"St. Louis, MO",284000304
Six Labs,Beyond Hello - Bloomington,118 Keaton Place,Bloomington,61704,McLean,Bloomington,284000085
Six Labs,Bloom Wellness - Quincy (1837),1837 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000138
Six Labs,Bloom Wellness - Quincy (4440),4440 Broadway St Ste 1,Quincy,62305,Adams,West Central Illinois Nonmetropolitan,284000004
Six Labs,Cloud9 - Champaign,505 W Town Center Blvd.,Champaign,61822,Champaign,Champaign-Urbana,284000259
Six Labs,Consume - Carbondale,201 E. Main Street,Carbondale,62901,Jackson,Carbondale-Marion,284000058
Six Labs,Consume - Marion,8195 Express Dr,Marion,62959,Marion,East Central IL Nonmetropolitan,280000001
Six Labs,High Profile - Metropolis,1801 E 5th St,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000314
Six Labs,Trinity Compassionate - Glen,2301 W. Glen Ave.,Peoria,61614,Peoria,Peoria,284000060
Sol Canna,Consume - Carbondale,201 E. Main Street,Carbondale,62901,Jackson,Carbondale-Marion,284000058
Sol Canna,Consume - Marion,8195 Express Dr,Marion,62959,Marion,East Central IL Nonmetropolitan,280000001
Sol Canna,Revolution - Maryville,2533 Vandalia St,Collinsville,62234,Madison,"St. Louis, MO",284000167
Sol Canna,Revolution - Moline,4301 44th Ave,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000174
Sol Canna,Revolution - Mt Prospect,2015 E Euclid Ave,Mt Prospect,60056,Cook,Chicago-Naperville-Elgin,280000015
Sol Canna,Revolution - Schaumburg,820 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000123
Curaleaf,Ash Ivy - Benton,9 N Rend Lake Plz,Benton,62812,Franklin,South Illinois Nonmetropolitan,284000349
Curaleaf,Snap Canna - Pontiac,1910 W Reynolds St Unit A,Pontiac,61764,Livingston,West Central Illinois Nonmetropolitan,284000225
Revolution,Goodies - Streamwood,1594 Buttitta Dr,Streamwood,60107,Cook,Chicago-Naperville-Elgin,284000270
Revolution,Green Releaf - Villa Park,305 W North Ave,Villa Park,60181,DuPage,Chicago-Naperville-Elgin,284000148
Revolution,High Haven - Normal,106 Mall Dr,Normal,61761,McLean,Bloomington,284000332
Curaleaf,Curaleaf - New Lenox,705 E Lincoln Hwy.,New Lenox,60451,Will,Chicago-Naperville-Elgin,280000017
Curaleaf,Starbuds - Summit,5436 S Harlem Ave,Summit,60501,Cook,Chicago-Naperville-Elgin,284000358
Curaleaf,Zen Leaf - St. Charles,3691 E. Main St.,Saint Charles,60174,Kane,Chicago-Naperville-Elgin,280000020
Curaleaf,Be. - Oak Forest,5940 159th St,Oak Forest,60452,Cook,Chicago-Naperville-Elgin,284000246
Curaleaf,Blyss - Mt. Vernon,610B S 42nd St,Mount Vernon,62864,Jefferson,South Illinois Nonmetropolitan,284000226
Curaleaf,Dispensary 33 - Fulton Market,1152 W. Randolph,Chicago,60607,Cook,Chicago-Naperville-Elgin,284000073
Curaleaf,High Profile - Martinsville,3001 N York St.,Martinsville,62442,Clark,East Central IL Nonmetropolitan,284000305
Curaleaf,High Profile - Metropolis,1801 E 5th St,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000314
Curaleaf,High Profile - Springfield,4211 Conestoga Dr,Springfield,62711,Sangamon,Springfield,284000178
Curaleaf,Nuera - Chicago,1308 W North Ave,Chicago,60642,Cook,Chicago-Naperville-Elgin,280000035
Curaleaf,Rise - Charleston,909 Lincoln Ave.,Charleston,61920,Coles,East Central IL Nonmetropolitan,284000130
Curaleaf,Spark'd - Wicker Park,1212 N Ashland Ave,Chicago,60622,Cook,Chicago-Naperville-Elgin,284000193
Curaleaf,The Dispensary - Fulton,1801 16th Ave,Fulton,61252,Fulton,West Central Illinois Nonmetropolitan,280000039
Curaleaf,Thrive - Anna,87 Richview Drive,Anna,62906,Union,South Illinois Nonmetropolitan,280000036
Curaleaf,Thrive - Casey,912 N Route 49,Casey,62420,Clark,East Central IL Nonmetropolitan,284000171
Curaleaf,Thrive - Harrisburg,105 N Veterans Drive,Harrisburg,62946,Saline,South Illinois Nonmetropolitan,280000031
Curaleaf,Thrive - Metropolis,1551 E. 5th St.,Metropolis,62960,Massac,South Illinois Nonmetropolitan,284000122
Curaleaf,Thrive - Mt. Vernon,800 S 45th St,Mount Vernon,62864,Jefferson,South Illinois Nonmetropolitan,284000066
Drecisco Farms,Terrabis - Grayville,105 Koehler St.,Grayville,62844,White,South Illinois Nonmetropolitan,284000227
KANHA,Cloud9 - Oswego,2420 US Highway 30,Oswego,60543,Kendall,Chicago-Naperville-Elgin,284000292
KANHA,Natures Treatment - Galesburg,735 W. Main St.,Galesburg,61401,Knox,West Central Illinois Nonmetropolitan,284000054
Revolution,High Haven - Elgin,15 Clock Tower Plz,Elgin,60120,Kane,Chicago-Naperville-Elgin,284000329
Revolution,Namaste Wellness - Hodgkins,6119 East Ave A,Hodgkins,60525,Cook,Chicago-Naperville-Elgin,284000279
Revolution,Revolution - Maryville,2533 Vandalia St,Collinsville,62234,Madison,"St. Louis, MO",284000167
Revolution,Revolution - Moline,4301 44th Ave,Moline,61265,Rock Island,Davenport-Moline-Rock Island,284000174
Revolution,Rise - Effingham,1011 Ford Ave Ste C,Effingham,62401,Effingham,East Central IL Nonmetropolitan,280000042
Sol Canna,Nirvana - Mt. Carmel,825 Chestnut St,Mount Carmel,62863,Wabash,South Illinois Nonmetropolitan,284000255
Sol Canna,Revolution - Normal,1609 Northbrook Dr,Normal,61761,McLean,Bloomington,284000221
Curaleaf,Aroma Hill - Fox Lake,1298 US Highway 12,Fox Lake,60020,Lake,Chicago-Naperville-Elgin,284000154
Curaleaf,Aroma Hill - Hoffman Estates,1237 North Barrington Road,Hoffman Estates,60169,Cook,Chicago-Naperville-Elgin,284000287
Curaleaf,Aroma Hill - Kankakee,2255 E Court St,Kankakee,60901,Kankakee,Kankakee,284000219
Curaleaf,Aroma Hill - Peoria,1210 W Glen Ave,Peoria,61614,Peoria,Peoria,284000265
Curaleaf,Earthmed - McHenry,1711 N Richmond Rd.,McHenry,60051,McHenry,Chicago-Naperville-Elgin,284000144
Curaleaf,Earthmed - Rosemont,10441 E. Touhy Ave.,Rosemont,60018,Cook,Chicago-Naperville-Elgin,284000082
Curaleaf,Green Releaf - Bourbonnais,1660 N State Route 50,Bourbonnais,60914,Kankakee,Kankakee,284000311
Curaleaf,Ivy Hall - Bolingbrook,361 S Bolingbrook Dr,Bolingbrook,60440,Will,Chicago-Naperville-Elgin,284000183
Curaleaf,Ivy Hall - Crystal Lake,501 Pingree Rd.,Crystal Lake,60014,McHenry,Chicago-Naperville-Elgin,284000313
Curaleaf,Ivy Hall - Damen,1720 N Damen Ave.,Chicago,60647,Cook,Chicago-Naperville-Elgin,284000232
Curaleaf,Ivy Hall - Edwardsville,6197 Old Alton Edwardsville Rd,Edwardsville,62025,Madison,"St. Louis, MO",284000302
Curaleaf,Ivy Hall - Glendale Heights,2130 Bloomingdale Rd Unit B,Glendale Heights,60139,DuPage,Chicago-Naperville-Elgin,284000182
Curaleaf,Ivy Hall - Logan Square,3115 W Armitage Ave,Chicago,60647,Cook,Chicago-Naperville-Elgin,284000184
Curaleaf,Ivy Hall - Montgomery,1970 Caterpillar Dr,Montgomery,60538,Kane,Chicago-Naperville-Elgin,284000181
Curaleaf,Ivy Hall - Peoria,3929 W. War Memorial Dr,Peoria,61615,Peoria,Peoria,284000230
Curaleaf,Ivy Hall - Streamwood,630 S Sutton Rd,Streamwood,60107,Cook,Chicago-Naperville-Elgin,284000141
Curaleaf,Ivy Hall - Waukegan,996 S Waukegan Rd.,Waukegan,60085,Lake,Chicago-Naperville-Elgin,284000180
Curaleaf,Natures Treatment - Milan ,973 Tech Dr,Milan,61264,Rock Island,Davenport-Moline-Rock Island,280000025
Curaleaf,Perception - Chicago,7000 N Clark St,Chicago,60626,Cook,Chicago-Naperville-Elgin,284000297
Curaleaf,Planet 13 - Waukegan,4000 Northpoint Blvd,Waukegan,60085,Lake,Chicago-Naperville-Elgin,284000162
Curaleaf,Rise - Canton,3104 N Main St,Canton,61520,Fulton,West Central Illinois Nonmetropolitan,280000003
Curaleaf,Rise - Joliet  Colorado Ave,2903 Colorado Ave.,Joliet,60431,Will,Chicago-Naperville-Elgin,284000044
Curaleaf,Rise - Lake in the Hills,270 N Randall Rd,Lake In The Hills,60156,McHenry,Chicago-Naperville-Elgin,284000110
Curaleaf,Rise - Mundelein,1325 Armour Blvd,Mundelein,60060,Lake,Chicago-Naperville-Elgin,280000002
Curaleaf,Rise - Niles,9621 N Milwaukee Ave.,Niles,60714,Cook,Chicago-Naperville-Elgin,284000055
Curaleaf,Rise - Quincy,2703 Broadway St,Quincy,62301,Adams,West Central Illinois Nonmetropolitan,284000047
Curaleaf,Sociale - Park Ridge,1036 Higgins Rd,Park Ridge,60068,Cook,Chicago-Naperville-Elgin,284000317
Curaleaf,Sunnyside - Chi-River North,436 N. Clark St.,Chicago,60654,Cook,Chicago-Naperville-Elgin,284000053
Curaleaf,Sunnyside - Elmwood Park,7955 W Grand Ave,Elmwood Park,60707,Peoria,Peoria,280000034
Curaleaf,Windy City Cannabis - Carpentersville,125 S Western Ave,Carpentersville,60110,Kane,Chicago-Naperville-Elgin,284000111
Curaleaf,Windy City Cannabis - Highwood,260 Green Bay Rd.,Highwood,60040,Lake,Chicago-Naperville-Elgin,284000100
Curaleaf,Windy City Cannabis - Homewood,1137 W. 175th St,Homewood,60430,Cook,Chicago-Naperville-Elgin,280000019
Curaleaf,Windy City Cannabis - Macomb,518 W Jackson St,Macomb,61455,McDonough,West Central Illinois Nonmetropolitan,284000112
Curaleaf,Windy City Cannabis - Posen,2535 Veterans Dr,Posen,60469,Cook,Chicago-Naperville-Elgin,280000026
KANHA,Grasshopper Club - Logan Square,2551 N. Milwaukee Ave.,Chicago,60647,Cook,Chicago-Naperville-Elgin,284000187
KANHA,Grasshopper Club - South Loop,58 E Roosevelt Rd Fl 1,Chicago,60605,Cook,Chicago-Naperville-Elgin,284000188
KANHA,Hatch - Wheeling,1500 E Lake Cook Rd,Wheeling,60090,Lake,Chicago-Naperville-Elgin,284000105
Revolution,Cannabist - Chicago,4758 N. Milwaukee Ave.,Chicago,60630,Cook,Chicago-Naperville-Elgin,284000024
Revolution,Revolution - Normal,1609 Northbrook Dr,Normal,61761,McLean,Bloomington,284000221
Revolution,Revolution - Schaumburg,820 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000123
Revolution,Rise - Joliet  Colorado Ave,2903 Colorado Ave.,Joliet,60431,Will,Chicago-Naperville-Elgin,284000044
Revolution,Rise - Lake in the Hills,270 N Randall Rd,Lake In The Hills,60156,McHenry,Chicago-Naperville-Elgin,284000110
Revolution,Rise - Mundelein,1325 Armour Blvd,Mundelein,60060,Lake,Chicago-Naperville-Elgin,280000002
Revolution,Rise - Niles,9621 N Milwaukee Ave.,Niles,60714,Cook,Chicago-Naperville-Elgin,284000055
Revolution,River Bluff - Roselle,1350 Lake St,Roselle,60172,DuPage,Chicago-Naperville-Elgin,284000205
Cannect Wellness,Excelleaf - DeKalb,305 E Locust St,DeKalb,60115,Dekalb,Chicago-Naperville-Elgin,284000231
Cannect Wellness,Trinity Compassionate - Glen,2301 W. Glen Ave.,Peoria,61614,Peoria,Peoria,284000060
Curaleaf,Green Releaf - Bourbonnais,1660 N State Route 50,Bourbonnais,60914,Kankakee,Kankakee,284000311
Curaleaf,Maribis - Devnver,2451 Denver Drive,Springfield,62702,Sangamon,Springfield,280000049
KANHA,BLOC - Mattoon,511 Lake Land Blvd,Mattoon,61938,Coles,East Central IL Nonmetropolitan,284000306
KANHA,Dutchess - Lynwood,20513 Torrence Ave,Lynwood,60411,Will,Chicago-Naperville-Elgin,284000158
KANHA,Excelleaf - DeKalb,305 E Locust St,DeKalb,60115,Dekalb,Chicago-Naperville-Elgin,284000231
KANHA,Nirvana - Chicago,2301 W Lawrence Ave,Chicago,60625,Cook,Chicago-Naperville-Elgin,284000252
KANHA,Nirvana - Lake Zurich,676 S Rand Rd,Zake Zurich,60047,Lake,Chicago-Naperville-Elgin,284000251
KANHA,Nirvana - Palatine,333 East Lake Cook Rd,Palatine,60074,Cook,Chicago-Naperville-Elgin,284000250
KANHA,Planet 13 - Waukegan,4000 Northpoint Blvd,Waukegan,60085,Lake,Chicago-Naperville-Elgin,284000162
Revolution,Grasshopper Club - Logan Square,2551 N. Milwaukee Ave.,Chicago,60647,Cook,Chicago-Naperville-Elgin,284000187
Revolution,Grasshopper Club - South Loop,58 E Roosevelt Rd Fl 1,Chicago,60605,Cook,Chicago-Naperville-Elgin,284000188
Revolution,Nirvana - Chicago,2301 W Lawrence Ave,Chicago,60625,Cook,Chicago-Naperville-Elgin,284000252
Revolution,Nirvana - Lake Zurich,676 S Rand Rd,Zake Zurich,60047,Lake,Chicago-Naperville-Elgin,284000251
Revolution,Nirvana - Palatine,333 East Lake Cook Rd,Palatine,60074,Cook,Chicago-Naperville-Elgin,284000250
Revolution,Revolution - Mt Prospect,2015 E Euclid Ave,Mt Prospect,60056,Cook,Chicago-Naperville-Elgin,280000015
Revolution,Starbuds - Summit,5436 S Harlem Ave,Summit,60501,Cook,Chicago-Naperville-Elgin,284000358
Cannect Wellness,Nirvana - Mt. Carmel,825 Chestnut St,Mount Carmel,62863,Wabash,South Illinois Nonmetropolitan,284000255
Curaleaf,Ascend - Adams St,628 E Adams St,Springfield,62701,Sangamon,Springfield,280000029
Curaleaf,Ascend - Chicago Ridge,9820 Ridgeland Ave,Chicago Ridge,60415,Cook,Chicago-Naperville-Elgin,284000125
Curaleaf,Ascend - Collinsville,1014 Eastport Plaza Dr,Collinsville,62234,Madison,"St. Louis, MO",280000022
Curaleaf,Ascend - Fairview Heights,114 Commerce Ln,Fairview Heights,62208,St. Clair,"St. Louis, MO",284000104
Curaleaf,Ascend - Horizon Dr.,3201 Horizon Dr.,Springfield,62703,Sangamon,Springfield,284000069
Curaleaf,Ascend by Homecoming - Tinley Pk,16200 Harlem Ave.,Tinley Park,60477,Cook,Chicago-Naperville-Elgin,284000235
Curaleaf,Ascend Cannabis Outlet by InLabs - Northlake,39 W North Ave.,Northlake,60164,Cook,Chicago-Naperville-Elgin,284000197
Curaleaf,Ascend Moca - Logan Square,2367 N Milwaukee Ave.,Chicago,60647,Cook,Chicago-Naperville-Elgin,280000028
Curaleaf,Ascend Moca - River North,216 W. Ohio St.,Chicago,60654,Cook,Chicago-Naperville-Elgin,284000052
Curaleaf,BLOC - Mattoon,511 Lake Land Blvd,Mattoon,61938,Coles,East Central IL Nonmetropolitan,284000306
Curaleaf,Green Releaf - Villa Park,305 W North Ave,Villa Park,60181,DuPage,Chicago-Naperville-Elgin,284000148
Curaleaf,Maribis - Chicago,4570 S Archer Ave,Chicago,60632,Cook,Chicago-Naperville-Elgin,280000040
Curaleaf,Maribis - Westchester,1137 South Mannheim Road,Westchester,60154,Cook,Chicago-Naperville-Elgin,284000118
Curaleaf,Midway by Ascend - Chicago,5648 S Archer Ave,Chicago,60638,Cook,Chicago-Naperville-Elgin,280000033
Curaleaf,Noxx - East Peoria,300 S Main St,East Peoria,61611,Tazewell,Peoria,284000209
Curaleaf,Seven Point - Danville,380 Eastgate Dr.,Danville,61834,Vermilion,Danville,284000316
Curaleaf,Spark'd - Richmond,9705 Prairie Ridge,Richmond,60071,McHenry,Chicago-Naperville-Elgin,284000273
Curaleaf,Sunnyside - Buffalo Grove,830 Milwaukee Ave,Buffalo Grove,60089,Lake,Chicago-Naperville-Elgin,280000016
Curaleaf,Sunnyside - Champaign,1704 S Neil St Ste C,Champaign,61820,Champaign,Champaign-Urbana,280000035
Curaleaf,Sunnyside - Schaumburg,1739 E. Golf Rd.,Schaumburg,60173,Cook,Chicago-Naperville-Elgin,284000061
Drecisco Farms,Stash - Orland Hills,9545 167th St.,Orland Hills,60487,Cook,Chicago-Naperville-Elgin,284000281
Drecisco Farms,Stash - Peru,1320 38th St,Peru,61354,LaSalle,Northwest Illinois nonmetropolitan area,284000170
KANHA,BLOC - Forest Park,7216 Circle Ave,Forest Park,60130,Cook,Chicago-Naperville-Elgin,284000299
KANHA,Bloom Wellness - Hometown,4140 Southwest Hwy,Hometown,60456,Cook,Chicago-Naperville-Elgin,284000335
KANHA,Namaste Wellness - Hodgkins,6119 East Ave A,Hodgkins,60525,Cook,Chicago-Naperville-Elgin,284000279
Revolution,Bisa Lina - Carol Stream,720 E North Ave,Carol Stream,60188,DuPage,Chicago-Naperville-Elgin,284000318
Revolution,Dutchess - Lynwood,20513 Torrence Ave,Lynwood,60411,Will,Chicago-Naperville-Elgin,284000158
Revolution,Market 96 - Chicago,529 S Wells St Ste 100,Chicago,60607,Cook,Chicago-Naperville-Elgin,284000237
Six Labs,High Profile - Springfield,4211 Conestoga Dr,Springfield,62711,Sangamon,Springfield,284000178
Six Labs,The Carbondale - Carbondale,613 E Main St.,Carbondale,62901,Jackson,Carbondale-Marion,284000331
Timeless Select,Sociale - Park Ridge,1036 Higgins Rd,Park Ridge,60068,Cook,Chicago-Naperville-Elgin,284000317
